Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.species group,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subclass,Taxonomy.NCBI.suborder
uncultured cyanobacterium,AF547638,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16735,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547639,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16736,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547640,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16737,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547642,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16738,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547643,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16739,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547645,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16740,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547646,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16741,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547647,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16742,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547648,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16743,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547649,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16744,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
cyanobacterium WH7B,AJ007374,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16757,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,cyanobacterium WH7B,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,unclassified Cyanobacteria,,,,,,unclassified Cyanobacteria (miscellaneous),,,
Salinibacter ruber,AJ605294,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16963,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Bacteroidetes <phylum>,Salinibacter ruber,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
Salinibacter ruber,AJ605295,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16964,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Bacteroidetes <phylum>,Salinibacter ruber,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
Salinibacter ruber,AJ605296,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16965,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Bacteroidetes <phylum>,Salinibacter ruber,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
Salinibacter ruber,AJ605297,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16966,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Bacteroidetes <phylum>,Salinibacter ruber,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
Salinibacter ruber,AJ605298,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16967,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Bacteroidetes <phylum>,Salinibacter ruber,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
Salinibacter ruber DSM 13855,AJ605299,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16968,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Bacteroidetes <phylum>,Salinibacter ruber,,FCB group,Bacteroidetes/Chlorobi group,Salinibacter ruber DSM 13855,,,,,,,,,
Salinibacter ruber,AJ605300,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16969,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Bacteroidetes <phylum>,Salinibacter ruber,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
Salinibacter ruber,AJ605301,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16970,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Bacteroidetes <phylum>,Salinibacter ruber,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16986,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis,Francisella tularensis subsp. tularensis,,Francisella tularensis subsp. tularensis SCHU S4,,,,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16987,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis,Francisella tularensis subsp. tularensis,,Francisella tularensis subsp. tularensis SCHU S4,,,,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16988,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis,Francisella tularensis subsp. tularensis,,Francisella tularensis subsp. tularensis SCHU S4,,,,,,,,,,,
Thermotoga neapolitana,AJ872266,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17049,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga neapolitana,,,,,,,,,,,,
Thermotoga neapolitana,AJ872267,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17050,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga neapolitana,,,,,,,,,,,,
Thermotoga naphthophila,AJ872268,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17051,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga naphthophila,,,,,,,,,,,,
Thermotoga petrophila,AJ872269,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17052,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga petrophila,,,,,,,,,,,,
Thermotoga sp. RQ7,AJ872270,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17053,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga sp. RQ7,,,,,,,,,,,,
Thermotoga sp. SG1,AJ872271,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17054,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga sp. SG1,,,,,,,,,,,,
Thermotoga sp. KOL6,AJ872272,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17055,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga sp. KOL6,,,,,,,,,,,,
Thermotoga sp. RQ2,AJ872273,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17056,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga sp. RQ2,,,,,,,,,,,,
uncultured beta proteobacterium,AJ937761,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17064,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,,,,environmental samples <beta subdivision>,uncultured beta proteobacterium,,,,,,,,,,,,,
Staphylococcus aureus RF122,AJ938182,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17065,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,,,Terrabacteria group,Staphylococcus aureus RF122,,,,,,,,,,
Staphylococcus aureus RF122,AJ938182,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17066,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,,,Terrabacteria group,Staphylococcus aureus RF122,,,,,,,,,,
Staphylococcus aureus RF122,AJ938182,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17067,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,,,Terrabacteria group,Staphylococcus aureus RF122,,,,,,,,,,
Candidatus Phytoplasma solani,AJ970675,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17075,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma solani,,,Terrabacteria group,,,,16SrXII (Stolbur group),,,,,,,
Listeria monocytogenes,AL591980,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17093,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,,Terrabacteria group,,,,,,,,,,,
Listeria monocytogenes,AL591983,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17094,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,,Terrabacteria group,,,,,,,,,,,
Listeria monocytogenes,AL591983,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17095,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,,Terrabacteria group,,,,,,,,,,,
Listeria innocua,AL596170,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17096,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua,,,Terrabacteria group,,,,,,,,,,,
Listeria innocua,AL596172,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17097,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua,,,Terrabacteria group,,,,,,,,,,,
Listeria innocua,AL596173,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17098,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua,,,Terrabacteria group,,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935253,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17109,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,,,Terrabacteria group,Lactobacillus plantarum WCFS1,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935255,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17110,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,,,Terrabacteria group,Lactobacillus plantarum WCFS1,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935258,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17111,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,,,Terrabacteria group,Lactobacillus plantarum WCFS1,,,,,,,,,,
Sugarcane grassy shoot phytoplasma,AM085764,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17125,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Sugarcane grassy shoot phytoplasma,,,Terrabacteria group,unclassified phytoplasmas,,,,,,,,,,
Bordetella avium 197N,AM167904,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17132,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella avium,,,Bordetella avium 197N,,,,,,,,,,,
Bordetella avium 197N,AM167904,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17133,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella avium,,,Bordetella avium 197N,,,,,,,,,,,
Bordetella avium 197N,AM167904,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17134,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella avium,,,Bordetella avium 197N,,,,,,,,,,,
Persephonella guaymasensis,AM259507,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17145,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Hydrogenothermaceae,Persephonella,Aquificae <phylum>,Aquificae <class>,Persephonella guaymasensis,,,,,,,,,,,,
Persephonella hydrogeniphila,AM259508,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17146,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Hydrogenothermaceae,Persephonella,Aquificae <phylum>,Aquificae <class>,Persephonella hydrogeniphila,,,,,,,,,,,,
Persephonella sp. MAR10202,AM259510,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17147,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Hydrogenothermaceae,Persephonella,Aquificae <phylum>,Aquificae <class>,Persephonella sp. MAR10202,,,,,,,,,,,,
Persephonella sp. CIR2951,AM259511,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17148,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Hydrogenothermaceae,Persephonella,Aquificae <phylum>,Aquificae <class>,Persephonella sp. CIR2951,,,,,,,,,,,,
Persephonella sp. EPR486,AM259515,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17152,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Hydrogenothermaceae,Persephonella,Aquificae <phylum>,Aquificae <class>,Persephonella sp. EPR486,,,,,,,,,,,,
Sulfurihydrogenibium yellowstonense,AM259516,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17153,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Aquificae <phylum>,Aquificae <class>,Sulfurihydrogenibium yellowstonense,,,,,,,,,,,,
Sulfurihydrogenibium subterraneum,AM259518,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17155,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Aquificae <phylum>,Aquificae <class>,Sulfurihydrogenibium subterraneum,,,,,,,,,,,,
Aquifex pyrophilus,AM259526,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17163,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Aquificaceae,Aquifex,Aquificae <phylum>,Aquificae <class>,Aquifex pyrophilus,,,,,,,,,,,,
Thermocrinis ruber,AM259527,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17164,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Aquificaceae,Thermocrinis,Aquificae <phylum>,Aquificae <class>,Thermocrinis ruber,,,,,,,,,,,,
Hydrogenobacter subterraneus,AM259528,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17165,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Aquificaceae,Hydrogenobacter,Aquificae <phylum>,Aquificae <class>,Hydrogenobacter subterraneus,,,,,,,,,,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17181,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria welshimeri,,,Terrabacteria group,Listeria welshimeri serovar 6b str. SLCC5334,,,,,,,,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17182,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria welshimeri,,,Terrabacteria group,Listeria welshimeri serovar 6b str. SLCC5334,,,,,,,,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17183,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria welshimeri,,,Terrabacteria group,Listeria welshimeri serovar 6b str. SLCC5334,,,,,,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17196,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris,,Terrabacteria group,Lactococcus lactis subsp. cremoris MG1363,,,,,,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17197,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris,,Terrabacteria group,Lactococcus lactis subsp. cremoris MG1363,,,,,,,,,,
Synechococcus elongatus PCC 6301,K01983,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17200,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus elongatus PCC 6301,,,,,,,,,
Onion yellows phytoplasma OY-M,AP006628,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17222,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Onion yellows phytoplasma,,,Terrabacteria group,Onion yellows phytoplasma OY-M,,,Candidatus Phytoplasma asteris,,,,,,,
Onion yellows phytoplasma OY-M,AP006628,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17223,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Onion yellows phytoplasma,,,Terrabacteria group,Onion yellows phytoplasma OY-M,,,Candidatus Phytoplasma asteris,,,,,,,
Synechococcus elongatus PCC 6301,AP008231,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17273,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus elongatus PCC 6301,,,,,,,,,
Synechococcus elongatus PCC 6301,AP008231,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17274,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus elongatus PCC 6301,,,,,,,,,
Candidatus Carsonella ruddii PV,AP009180,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17292,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,Candidatus Carsonella ruddii,,,Zymobacter group,Candidatus Carsonella ruddii PV,,,,,,,,,,
Bifidobacterium adolescentis ATCC 15703,AP009256,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17293,--,Yes,root,cellular organisms,Bacteria,,,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacterium adolescentis,Terrabacteria group,Bifidobacterium adolescentis ATCC 15703,,,,,,,,,,
uncultured Synechococcus sp. MB11A04,AY033297,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17300,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,environmental samples <Synechococcus>,uncultured Synechococcus sp. MB11A04,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured gamma proteobacterium MB11B11,AY033301,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17304,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,environmental samples <SAR92 clade>,uncultured gamma proteobacterium MB11B11,,unclassified Porticoccaceae,SAR92 clade,,,,,,,,,,
uncultured bacterium MB13C05,AY033318,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17316,--,Yes,root,cellular organisms,Bacteria,Candidatus Marinimicrobia,,,,,environmental samples <SAR406 cluster>,uncultured bacterium MB13C05,,FCB group,,,,,,,,,,,
alpha proteobacterium R2A57,AY033321,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17319,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,alpha proteobacterium R2A57,,,unclassified Rhodobacteraceae,,,,,,,,,,,
uncultured alpha proteobacterium MB21A02,AY033322,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17320,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,,,environmental samples <SAR11 cluster>,uncultured alpha proteobacterium MB21A02,,,,,,,,,,,,,
uncultured verrucomicrobium MB11C04,AY033323,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17321,--,Yes,root,cellular organisms,Bacteria,Verrucomicrobia,,,,,environmental samples <Verrucomicrobia>,uncultured verrucomicrobium MB11C04,,PVC group,,,,,,,,,,,
