Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.class
Burkholderia mallei NCTC 10229,76,CRW_t_B_9496,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Prochlorococcus marinus str. MIT 9303,76,CRW_t_B_9500,Bacteria,Cyanobacteria,Synechococcales,
Acinetobacter sp. ADP1,76,CRW_t_B_9571,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Acinetobacter sp. ADP1,76,CRW_t_B_9572,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Acinetobacter sp. ADP1,76,CRW_t_B_9573,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Acinetobacter sp. ADP1,76,CRW_t_B_9574,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Acinetobacter sp. ADP1,76,CRW_t_B_9575,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Legionella pneumophila str. Paris,76,CRW_t_B_9578,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Legionella pneumophila str. Paris,76,CRW_t_B_9579,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Legionella pneumophila str. Lens,76,CRW_t_B_9580,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Legionella pneumophila str. Lens,76,CRW_t_B_9581,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Ehrlichia ruminantium str. Gardel,76,CRW_t_B_9584,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Ehrlichia ruminantium str. Welgevonden,76,CRW_t_B_9585,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Corynebacterium jeikeium K411,76,CRW_t_B_9586,Bacteria,Actinobacteria,Corynebacteriales,
Corynebacterium jeikeium K411,76,CRW_t_B_9587,Bacteria,Actinobacteria,Corynebacteriales,
Pseudoalteromonas haloplanktis TAC125,76,CRW_t_B_9596,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,76,CRW_t_B_9597,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,76,CRW_t_B_9598,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,76,CRW_t_B_9599,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,76,CRW_t_B_9600,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,76,CRW_t_B_9601,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,76,CRW_t_B_9602,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Frankia alni ACN14a,76,CRW_t_B_9613,Bacteria,Actinobacteria,Frankiales,
Escherichia coli,76,CRW_t_B_9669,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9670,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9671,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9672,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9673,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9674,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9675,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9676,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9677,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9678,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9679,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9680,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9681,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9683,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9684,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9685,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9686,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9687,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9688,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9689,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9690,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9691,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9692,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9693,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9694,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9721,Bacteria,Proteobacteria,,Gammaproteobacteria
Mycoplasma capricolum,76,CRW_t_B_9723,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum subsp. capricolum ATCC 27343,76,CRW_t_B_9756,Bacteria,Tenericutes,,Mollicutes
Mycoplasma mycoides,76,CRW_t_B_9757,Bacteria,Tenericutes,,Mollicutes
Escherichia coli,76,CRW_t_B_9803,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,76,CRW_t_B_9828,Bacteria,Proteobacteria,,Gammaproteobacteria
Mycoplasma capricolum subsp. capricolum ATCC 27343,76,CRW_t_B_9831,Bacteria,Tenericutes,,Mollicutes
Acholeplasma laidlawii,76,CRW_t_B_9841,Bacteria,Tenericutes,Acholeplasmatales,Mollicutes
Leptospira interrogans serovar Lai str. 56601,76,CRW_t_B_10041,Bacteria,Spirochaetes,Leptospirales,
Clostridium tetani E88,76,CRW_t_B_10086,Bacteria,Firmicutes,Clostridiales,Clostridia
Alcanivorax borkumensis SK2,76,CRW_t_B_10269,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Bartonella quintana str. Toulouse,76,CRW_t_B_10446,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Psychrobacter arcticus 273-4,76,CRW_t_B_10519,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Psychrobacter arcticus 273-4,76,CRW_t_B_10520,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Moorella thermoacetica ATCC 39073,76,CRW_t_B_10575,Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia
Chromohalobacter salexigens DSM 3043,76,CRW_t_B_10631,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Psychrobacter cryohalolentis K5,76,CRW_t_B_10649,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Psychrobacter cryohalolentis K5,76,CRW_t_B_10650,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Clostridium novyi NT,76,CRW_t_B_10664,Bacteria,Firmicutes,Clostridiales,Clostridia
Lactobacillus brevis ATCC 367,76,CRW_t_B_10692,Bacteria,Firmicutes,Lactobacillales,Bacilli
Pediococcus pentosaceus ATCC 25745,76,CRW_t_B_10699,Bacteria,Firmicutes,Lactobacillales,Bacilli
Gramella forsetii KT0803,76,CRW_t_B_10864,Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia
Xylella fastidiosa 9a5c,76,CRW_t_B_11172,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Shigella flexneri 2a str. 301,76,CRW_t_B_11202,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 2a str. 301,76,CRW_t_B_11206,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 2a str. 301,76,CRW_t_B_11207,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 2a str. 301,76,CRW_t_B_11208,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 2a str. 301,76,CRW_t_B_11209,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Xylella fastidiosa Temecula1,76,CRW_t_B_11247,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Xylella fastidiosa Temecula1,76,CRW_t_B_11250,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Shigella flexneri 2a str. 2457T,76,CRW_t_B_11301,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli CFT073,76,CRW_t_B_11314,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli CFT073,76,CRW_t_B_11317,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli CFT073,76,CRW_t_B_11318,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli CFT073,76,CRW_t_B_11319,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Bifidobacterium longum NCC2705,76,CRW_t_B_11342,Bacteria,Actinobacteria,Bifidobacteriales,
Bifidobacterium longum NCC2705,76,CRW_t_B_11343,Bacteria,Actinobacteria,Bifidobacteriales,
Shewanella oneidensis MR-1,76,CRW_t_B_11348,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella oneidensis MR-1,76,CRW_t_B_11349,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella oneidensis MR-1,76,CRW_t_B_11350,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella oneidensis MR-1,76,CRW_t_B_11351,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella oneidensis MR-1,76,CRW_t_B_11352,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella oneidensis MR-1,76,CRW_t_B_11353,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_11356,Bacteria,Proteobacteria,,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_11357,Bacteria,Proteobacteria,,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_11358,Bacteria,Proteobacteria,,Gammaproteobacteria
Porphyromonas gingivalis W83,76,CRW_t_B_11361,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Porphyromonas gingivalis W83,76,CRW_t_B_11363,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Bacteroides thetaiotaomicron VPI-5482,76,CRW_t_B_11374,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Chromobacterium violaceum ATCC 12472,76,CRW_t_B_11414,Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria
Chromobacterium violaceum ATCC 12472,76,CRW_t_B_11415,Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria
Chromobacterium violaceum ATCC 12472,76,CRW_t_B_11416,Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria
Chromobacterium violaceum ATCC 12472,76,CRW_t_B_11417,Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria
Chromobacterium violaceum ATCC 12472,76,CRW_t_B_11418,Bacteria,Proteobacteria,Neisseriales,Betaproteobacteria
Coxiella burnetii RSA 493,76,CRW_t_B_11426,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Pseudomonas syringae pv. tomato str. DC3000,76,CRW_t_B_11433,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas syringae pv. tomato str. DC3000,76,CRW_t_B_11436,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas syringae pv. tomato str. DC3000,76,CRW_t_B_11437,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Yersinia pestis biovar Microtus str. 91001,76,CRW_t_B_11455,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis biovar Microtus str. 91001,76,CRW_t_B_11458,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Thermus thermophilus HB27,76,CRW_t_B_11493,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Methylococcus capsulatus str. Bath,76,CRW_t_B_11518,Bacteria,Proteobacteria,Methylococcales,Gammaproteobacteria
uncultured bacterium,76,CRW_t_B_11598,Bacteria,,,
Pseudomonas aeruginosa,76,CRW_t_B_11600,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas aeruginosa,76,CRW_t_B_11601,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas aeruginosa,76,CRW_t_B_11602,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas aeruginosa,76,CRW_t_B_11603,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas putida,76,CRW_t_B_11606,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Mycobacterium leprae,76,CRW_t_B_11697,Bacteria,Actinobacteria,Corynebacteriales,
Yersinia pestis CO92,76,CRW_t_B_11701,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis CO92,76,CRW_t_B_11704,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_11718,Bacteria,Proteobacteria,,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_11721,Bacteria,Proteobacteria,,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_11722,Bacteria,Proteobacteria,,Gammaproteobacteria
Ralstonia solanacearum,76,CRW_t_B_11725,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Ralstonia solanacearum,76,CRW_t_B_11726,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Xanthomonas campestris pv. vesicatoria str. 85-10,76,CRW_t_B_11743,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Xanthomonas campestris pv. vesicatoria str. 85-10,76,CRW_t_B_11744,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_11809,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_11812,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_11813,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_11814,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Alcanivorax borkumensis SK2,76,CRW_t_B_11817,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Alcanivorax borkumensis SK2,76,CRW_t_B_11818,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Azoarcus sp. BH72,76,CRW_t_B_11819,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Azoarcus sp. BH72,76,CRW_t_B_11820,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Bacteroides fragilis YCH46,76,CRW_t_B_11867,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Bacteroides fragilis YCH46,76,CRW_t_B_11869,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Bacteroides fragilis YCH46,76,CRW_t_B_11873,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Thermus thermophilus HB8,76,CRW_t_B_11936,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Thermus thermophilus HB8,76,CRW_t_B_11937,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Thermus thermophilus HB8,76,CRW_t_B_11938,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Xanthomonas oryzae pv. oryzae MAFF 311018,76,CRW_t_B_11942,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Xanthomonas oryzae pv. oryzae MAFF 311018,76,CRW_t_B_11943,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Bifidobacterium adolescentis ATCC 15703,76,CRW_t_B_11971,Bacteria,Actinobacteria,Bifidobacteriales,
Bifidobacterium adolescentis ATCC 15703,76,CRW_t_B_11972,Bacteria,Actinobacteria,Bifidobacteriales,
Bifidobacterium adolescentis ATCC 15703,76,CRW_t_B_11975,Bacteria,Actinobacteria,Bifidobacteriales,
Thermus thermophilus,76,CRW_t_B_11996,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Thermus thermophilus,76,CRW_t_B_11997,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Buchnera aphidicola str. APS (Acyrthosiphon pisum),76,CRW_t_B_12145,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12193,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12194,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12195,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12196,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12197,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12198,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12199,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12200,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12201,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12202,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_12204,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Corynebacterium glutamicum ATCC 13032,76,CRW_t_B_12220,Bacteria,Actinobacteria,Corynebacteriales,
Vibrio vulnificus YJ016,76,CRW_t_B_12225,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_12226,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_12227,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_12228,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_12229,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_12230,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_12231,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_12232,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Nitrosomonas europaea ATCC 19718,76,CRW_t_B_12273,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Burkholderia pseudomallei K96243,76,CRW_t_B_12295,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia pseudomallei K96243,76,CRW_t_B_12296,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Bordetella parapertussis,76,CRW_t_B_12313,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Bordetella parapertussis,76,CRW_t_B_12314,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Corynebacterium glutamicum ATCC 13032,76,CRW_t_B_12330,Bacteria,Actinobacteria,Corynebacteriales,
Yersinia pseudotuberculosis IP 32953,76,CRW_t_B_12335,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,76,CRW_t_B_12338,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,76,CRW_t_B_12339,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,76,CRW_t_B_12340,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Burkholderia mallei ATCC 23344,76,CRW_t_B_12374,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia mallei ATCC 23344,76,CRW_t_B_12375,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Candidatus Blochmannia pennsylvanicus str. BPEN,76,CRW_t_B_12378,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,76,CRW_t_B_12423,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,76,CRW_t_B_12424,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,76,CRW_t_B_12425,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,76,CRW_t_B_12427,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,76,CRW_t_B_12430,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,76,CRW_t_B_12431,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,76,CRW_t_B_12432,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,76,CRW_t_B_12433,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,76,CRW_t_B_12435,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_12440,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_12441,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_12442,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_12443,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Xanthomonas campestris pv. campestris str. 8004,76,CRW_t_B_12450,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Xanthomonas campestris pv. campestris str. 8004,76,CRW_t_B_12451,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,76,CRW_t_B_12461,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,76,CRW_t_B_12462,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,76,CRW_t_B_12463,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,76,CRW_t_B_12464,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Pseudomonas syringae pv. syringae B728a,76,CRW_t_B_12471,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas syringae pv. syringae B728a,76,CRW_t_B_12472,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas syringae pv. syringae B728a,76,CRW_t_B_12473,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_12485,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_12486,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_12487,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_12488,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Burkholderia thailandensis E264,76,CRW_t_B_12492,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia thailandensis E264,76,CRW_t_B_12493,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Thermobifida fusca YX,76,CRW_t_B_12498,Bacteria,Actinobacteria,Streptosporangiales,
Dechloromonas aromatica RCB,76,CRW_t_B_12501,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Dechloromonas aromatica RCB,76,CRW_t_B_12502,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Dechloromonas aromatica RCB,76,CRW_t_B_12505,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Dechloromonas aromatica RCB,76,CRW_t_B_12506,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
