Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.species group,Taxonomy.ENA.tribe,Taxonomy.ENA.subclass,Taxonomy.ENA.no rank 0,Taxonomy.ENA.no rank 1,Taxonomy.ENA.suborder,Taxonomy.ENA.unknown 0,Taxonomy.ENA.species subgroup
Finegoldia magna ATCC 29328,AB109771,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11103,--,Yes,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,,,,,,,,
Finegoldia magna ATCC 29328,AB109772,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11104,--,Yes,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,,,,,,,,
Helicobacter pylori 26695,AE000511,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11138,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,,,,,,,
Thermotoga maritima MSB8,AE000512,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11139,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga maritima MSB8,AE000512,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11140,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga maritima MSB8,AE000512,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11141,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Deinococcus radiodurans R1,AE000513,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11142,--,Yes,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,,,,,,,
Deinococcus radiodurans R1,AE000513,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11144,--,Yes,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,,,,,,,
Deinococcus radiodurans R1,AE000513,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11145,--,Yes,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,,,,,,,
Treponema pallidum subsp. pallidum str. Nichols,AE000520,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11146,--,Yes,Bacteria,Spirochaetes,,Spirochaetales,Spirochaetaceae,Treponema,,,,,,,,
Treponema pallidum subsp. pallidum str. Nichols,AE000520,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11147,--,Yes,Bacteria,Spirochaetes,,Spirochaetales,Spirochaetaceae,Treponema,,,,,,,,
Aquifex aeolicus VF5,AE000657,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11148,--,Yes,Bacteria,Aquificae,,Aquificales,Aquificaceae,Aquifex,,,,,,,,
Aquifex aeolicus VF5,AE000657,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11149,--,Yes,Bacteria,Aquificae,,Aquificales,Aquificaceae,Aquifex,,,,,,,,
Aquifex aeolicus VF5,AE000657,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11150,--,Yes,Bacteria,Aquificae,,Aquificales,Aquificaceae,Aquifex,,,,,,,,
Chlamydia trachomatis D/UW-3/CX,AE001273,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11156,--,Yes,Bacteria,Chlamydiae,,Chlamydiales,Chlamydiaceae,Chlamydia,,,,Chlamydia/Chlamydophila group,,,,
Chlamydia trachomatis D/UW-3/CX,AE001273,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11157,--,Yes,Bacteria,Chlamydiae,,Chlamydiales,Chlamydiaceae,Chlamydia,,,,Chlamydia/Chlamydophila group,,,,
Clostridium acetobutylicum ATCC 824,AE001437,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11158,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11159,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11160,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11161,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11162,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11163,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11164,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11165,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11197,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11198,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11199,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11200,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae R6,AE008537,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11229,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae R6,AE008537,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11230,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae R6,AE008546,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11231,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae R6,AE008551,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11232,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Rickettsia conorii str. Malish 7,AE008643,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11233,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,spotted fever group,Rickettsieae,,,,,,
Rickettsia conorii str. Malish 7,AE008652,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11234,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,spotted fever group,Rickettsieae,,,,,,
Leptospira interrogans serovar Lai str. 56601,AE010300,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11271,--,Yes,Bacteria,Spirochaetes,,Leptospirales,Leptospiraceae,Leptospira,,,,,,,,
Leptospira interrogans serovar Lai str. 56601,AE010300,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11272,--,Yes,Bacteria,Spirochaetes,,Leptospirales,Leptospiraceae,Leptospira,,,,,,,,
Buchnera aphidicola str. Sg (Schizaphis graminum),AE013218,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11287,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,,,,,,,,
Streptococcus mutans UA159,AE014133,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11320,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus mutans UA159,AE014133,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11321,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus mutans UA159,AE014133,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11322,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus mutans UA159,AE014133,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11323,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Tropheryma whipplei str. Twist,AE014184,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11333,--,Yes,Bacteria,Actinobacteria,,Micrococcales,,Tropheryma,,,,,,,,
Streptococcus agalactiae 2603V/R,AE014192,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11334,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae 2603V/R,AE014192,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11335,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae 2603V/R,AE014192,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11336,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae 2603V/R,AE014202,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11337,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae 2603V/R,AE014210,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11338,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Bifidobacterium longum NCC2705,AE014295,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11339,--,Yes,Bacteria,Actinobacteria,,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,,,,,,
Porphyromonas gingivalis W83,AE015924,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11362,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,,,,,,,
Porphyromonas gingivalis W83,AE015924,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11364,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,,,,,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11369,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11370,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11371,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11372,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11373,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11375,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11383,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11384,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11385,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11386,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11387,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11388,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11389,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11390,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio vulnificus CMCP6,AE016796,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11391,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Buchnera aphidicola str. Bp (Baizongia pistaciae),AE016826,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11419,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,,,,,,,,
Coxiella burnetii RSA 493,AE016828,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11428,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,,,,,,,,
Enterococcus faecalis V583,AE016830,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11429,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,,,,,,,
Enterococcus faecalis V583,AE016830,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11430,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,,,,,,,
Enterococcus faecalis V583,AE016830,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11431,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,,,,,,,
Enterococcus faecalis V583,AE016830,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11432,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,,,,,,,
Bacillus cereus ATCC 14579,AE016877,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11438,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 14579,AE016877,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11443,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 14579,AE016877,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11446,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 10987,AE017194,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11473,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 10987,AE017194,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11474,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,,,,
Wolbachia endosymbiont of Drosophila melanogaster,AE017196,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11475,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachieae,,,,,,
Wolbachia endosymbiont of Drosophila melanogaster,AE017196,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11476,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachieae,,,,,,
Treponema denticola ATCC 35405,AE017226,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11507,--,Yes,Bacteria,Spirochaetes,,Spirochaetales,Spirochaetaceae,Treponema,,,,,,,,
Treponema denticola ATCC 35405,AE017226,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11508,--,Yes,Bacteria,Spirochaetes,,Spirochaetales,Spirochaetaceae,Treponema,,,,,,,,
Wolbachia endosymbiont strain TRS of Brugia malayi,AE017321,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11530,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachieae,,,,,,
Wolbachia endosymbiont strain TRS of Brugia malayi,AE017321,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11531,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachieae,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11542,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11544,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11545,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,,,,
Idiomarina loihiensis L2TR,AE017340,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11546,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,,,,,,,
Idiomarina loihiensis L2TR,AE017340,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11547,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,,,,,,,
Idiomarina loihiensis L2TR,AE017340,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11548,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,,,,,,,
Idiomarina loihiensis L2TR,AE017340,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11549,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,,,,,,,
Helicobacter pylori,AF035574,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11568,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,,,,,,,
Lactobacillus sakei,AF401668,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11596,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus sakei,AF401668,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11597,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11657,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,71,29,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11658,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11659,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,,,,
Thermotoga petrophila,AJ872269,73,35,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11660,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. RQ7,AJ872270,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11661,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. SG1,AJ872271,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11662,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Thermotoga sp. KOL6,AJ872272,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11663,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,,,,,,,,
Staphylococcus aureus RF122,AJ938182,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11669,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus RF122,AJ938182,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11670,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus RF122,AJ938182,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11671,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus RF122,AJ938182,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11672,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Mycobacterium leprae,AL583922,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11698,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,,,
Listeria monocytogenes,AL591974,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11708,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,
Listeria monocytogenes,AL591977,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11709,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,
