Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.genus,Taxonomy.ENA.class,Taxonomy.ENA.family,Taxonomy.ENA.no rank 0,Taxonomy.ENA.unknown 0,Taxonomy.ENA.tribe,Taxonomy.ENA.species group,Taxonomy.ENA.suborder,Taxonomy.ENA.subgenus,Taxonomy.ENA.subclass
Azospirillum lipoferum,AY685923,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17703,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Azospirillum,Alphaproteobacteria,Rhodospirillaceae,,,,,,,
Azospirillum lipoferum,AY685924,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17704,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Azospirillum,Alphaproteobacteria,Rhodospirillaceae,,,,,,,
Azospirillum brasilense,AY685926,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17705,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Azospirillum,Alphaproteobacteria,Rhodospirillaceae,,,,,,,
Azospirillum brasilense,AY685927,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17706,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Azospirillum,Alphaproteobacteria,Rhodospirillaceae,,,,,,,
uncultured Bartonella sp.,AY763103,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17755,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,environmental samples,,,,,,
Paenibacillus lentimorbus,AY763503,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17758,--,Yes,Bacteria,Firmicutes,Bacillales,Paenibacillus,Bacilli,Paenibacillaceae,,,,,,,
uncultured Bartonella sp.,AY788988,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17784,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,environmental samples,,,,,,
Ethanoligenens harbinense,AY833422,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17790,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY833423,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17791,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY833424,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17792,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY833425,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17793,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY833427,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17794,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY833428,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17795,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY833429,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17796,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY833430,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17797,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY833431,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17798,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ralstonia pickettii,AY847456,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17811,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Ralstonia pickettii,AY847457,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17812,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Zymomonas mobilis subsp. francensis,AY940086,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18649,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Zymomonas,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Zymomonas mobilis subsp. francensis,AY940087,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18650,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Zymomonas,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Zymomonas mobilis subsp. pomaceae,AY940088,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18651,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Zymomonas,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Xanthomonas translucens,AY994099,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18673,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18678,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Buchnera,Gammaproteobacteria,Erwiniaceae,,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18679,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18680,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18681,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18695,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18696,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18697,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Mycoplasma penetrans HF-2,BA000026,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18703,--,Yes,Bacteria,Tenericutes,,Mycoplasma,Mollicutes,Mycoplasmataceae,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18704,--,Yes,Bacteria,Firmicutes,Bacillales,Oceanobacillus,Bacilli,Bacillaceae,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18705,--,Yes,Bacteria,Firmicutes,Bacillales,Oceanobacillus,Bacilli,Bacillaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18707,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18708,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18709,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18710,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Corynebacterium efficiens YS-314,BA000035,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18714,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18715,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18716,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18717,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18718,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Bacillus subtilis,K00637,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18725,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,K00637,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18726,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,J01551,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18727,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,K01390,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18728,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,D26446,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18729,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bartonella quintana,L35100,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18730,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella henselae,L35101,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18731,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella elizabethae,L35103,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18733,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella bacilliformis,L26364,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18734,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bradyrhizobium elkanii,U35000,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18736,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bradyrhizobium,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Bradyrhizobium japonicum,U69638,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18737,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bradyrhizobium,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Nitrosomonas europaea ATCC 19718,BX321856,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18747,--,Yes,Bacteria,Proteobacteria,Nitrosomonadales,Nitrosomonas,Betaproteobacteria,Nitrosomonadaceae,,,,,,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18750,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18751,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18752,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18753,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18757,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18758,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18759,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia pseudomallei K96243,BX571966,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18760,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Rhodopseudomonas palustris CGA009,BX572607,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18764,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhodopseudomonas,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Rhodopseudomonas palustris CGA009,BX572608,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18765,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhodopseudomonas,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Bordetella parapertussis,BX640428,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18769,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Bordetella,Betaproteobacteria,Alcaligenaceae,,,,,,,
Bordetella parapertussis,BX640430,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18770,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Bordetella,Betaproteobacteria,Alcaligenaceae,,,,,,,
Bordetella parapertussis,BX640434,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18771,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Bordetella,Betaproteobacteria,Alcaligenaceae,,,,,,,
Bartonella quintana str. Toulouse,BX897700,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18779,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella quintana str. Toulouse,BX897700,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18780,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Corynebacterium glutamicum ATCC 13032,BX927148,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18781,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Corynebacterium glutamicum ATCC 13032,BX927148,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18782,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18783,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18784,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18785,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Candidatus Phytoplasma australiense,L76865,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18791,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrXII (Stolbur group),,,
Gluconobacter oxydans 621H,CP000009,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18802,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Gluconobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Gluconobacter oxydans 621H,CP000009,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18803,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Gluconobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Gluconobacter oxydans 621H,CP000009,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18804,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Gluconobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Gluconobacter oxydans 621H,CP000009,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18805,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Gluconobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Burkholderia mallei ATCC 23344,CP000010,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18806,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia mallei ATCC 23344,CP000011,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18807,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia mallei ATCC 23344,CP000011,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18808,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Campylobacter jejuni RM1221,CP000025,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18816,--,Yes,Bacteria,Proteobacteria,Campylobacterales,Campylobacter,Epsilonproteobacteria,Campylobacteraceae,,,,,,,
Campylobacter jejuni RM1221,CP000025,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18817,--,Yes,Bacteria,Proteobacteria,Campylobacterales,Campylobacter,Epsilonproteobacteria,Campylobacteraceae,,,,,,,
Campylobacter jejuni RM1221,CP000025,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18818,--,Yes,Bacteria,Proteobacteria,Campylobacterales,Campylobacter,Epsilonproteobacteria,Campylobacteraceae,,,,,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18831,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18832,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18833,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18834,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18835,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18836,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18837,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18838,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella sonnei Ss046,CP000038,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18839,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella sonnei Ss046,CP000038,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18840,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Staphylococcus aureus subsp. aureus COL,CP000046,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18841,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Staphylococcus aureus subsp. aureus COL,CP000046,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18842,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Xanthomonas campestris pv. campestris str. 8004,CP000050,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18843,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas campestris pv. campestris str. 8004,CP000050,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18844,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Rickettsia felis URRWXCal2,CP000053,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18846,--,Yes,Bacteria,Proteobacteria,Rickettsiales,Rickettsia,Alphaproteobacteria,Rickettsiaceae,,,Rickettsieae,spotted fever group,,,
Haemophilus influenzae 86-028NP,CP000057,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18850,--,Yes,Bacteria,Proteobacteria,Pasteurellales,Haemophilus,Gammaproteobacteria,Pasteurellaceae,,,,,,,
Haemophilus influenzae 86-028NP,CP000057,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18851,--,Yes,Bacteria,Proteobacteria,Pasteurellales,Haemophilus,Gammaproteobacteria,Pasteurellaceae,,,,,,,
Haemophilus influenzae 86-028NP,CP000057,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18852,--,Yes,Bacteria,Proteobacteria,Pasteurellales,Haemophilus,Gammaproteobacteria,Pasteurellaceae,,,,,,,
Aster yellows witches'-broom phytoplasma AYWB,CP000061,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18858,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18859,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,Pseudomonas syringae,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18860,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,Pseudomonas syringae,,,,,
