Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.phylum,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.class,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4
Acinetobacter sp. ADP1,CR543861,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19305,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,,,,,
Acinetobacter sp. ADP1,CR543861,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19306,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,,,,,
Acinetobacter sp. ADP1,CR543861,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19307,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,,,,,
Acinetobacter sp. ADP1,CR543861,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19308,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,,,,,
Acinetobacter sp. ADP1,CR543861,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19309,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,,,,,
Acinetobacter sp. ADP1,CR543861,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19310,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,,,,,
Bacteroides fragilis NCTC 9343,CR626927,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19316,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidia,,,,,
Bacteroides fragilis NCTC 9343,CR626927,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19317,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidia,,,,,
Bacteroides fragilis NCTC 9343,CR626927,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19318,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidia,,,,,
Bacteroides fragilis NCTC 9343,CR626927,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19319,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidia,,,,,
Bacteroides fragilis NCTC 9343,CR626927,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19320,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidia,,,,,
Bacteroides fragilis NCTC 9343,CR626927,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19321,--,Yes,Bacteria,Bacteroidota,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidia,,,,,
Legionella pneumophila str. Paris,CR628336,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19322,--,Yes,Bacteria,,Proteobacteria,Legionellales,Legionellaceae,Legionella,Gammaproteobacteria,,,,,
Legionella pneumophila str. Lens,CR628337,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19323,--,Yes,Bacteria,,Proteobacteria,Legionellales,Legionellaceae,Legionella,Gammaproteobacteria,,,,,
Ehrlichia ruminantium str. Welgevonden,CR767821,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19324,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Alphaproteobacteria,,,,,
Ehrlichia ruminantium str. Gardel,CR925677,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19326,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Alphaproteobacteria,,,,,
Ehrlichia ruminantium str. Welgevonden,CR925678,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19327,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Alphaproteobacteria,,,,,
Corynebacterium jeikeium K411,CR931997,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19328,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,
Pseudoalteromonas haloplanktis TAC125,CR954246,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19334,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,Gammaproteobacteria,,,,,
Pseudoalteromonas haloplanktis TAC125,CR954246,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19335,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,Gammaproteobacteria,,,,,
Gramella forsetii KT0803,CU207366,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19351,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,Flavobacteriaceae,Gramella,Bacteroidia,,,,,
Gramella forsetii KT0803,CU207366,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19352,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,Flavobacteriaceae,Gramella,Bacteroidia,,,,,
Gramella forsetii KT0803,CU207366,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19353,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,Flavobacteriaceae,Gramella,Bacteroidia,,,,,
Dichelobacter nodosus,U26683,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19361,--,Yes,Bacteria,,Proteobacteria,Cardiobacteriales,Cardiobacteriaceae,Dichelobacter,Gammaproteobacteria,,,,,
Candidatus Phytoplasma pyri,DQ011588,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19388,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Paenibacillus popilliae,DQ062685,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19390,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Paenibacillus popilliae,DQ062688,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19391,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Moorella thermoacetica,DQ192547,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19476,--,Yes,Bacteria,Moorellia,Firmicutes,,,Moorella,,Moorellales,Moorellaceae,,,
Nitrosospira multiformis,DQ228470,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19486,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Nitrosospira sp. TCH716,DQ228476,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19492,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Nitrosospira sp. NRS527,DQ228478,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19494,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Nitrosospira sp. TYM9,DQ228479,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19495,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Nitrosovibrio sp. FJI82,DQ228482,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19498,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Nitrosovibrio sp. RY3C,DQ228483,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19499,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Nitrosomonas sp. OZK11,DQ228486,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19502,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Gammaproteobacteria,,,,,
uncultured marine bacterium Ant39E11,DQ295241,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19530,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,Cryomorphaceae,,Bacteroidia,Ant39E11,,,,
Bartonella vinsonii subsp. berkhoffii,DQ360833,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19616,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella vinsonii subsp. berkhoffii,DQ360834,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19617,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Riemerella anatipestifer,DQ399763,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19652,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399764,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19653,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399765,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19654,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399766,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19655,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399767,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19656,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399768,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19657,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399769,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19658,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399770,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19659,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399771,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19660,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399772,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19661,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399773,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19662,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399774,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19663,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399775,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19664,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399776,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19665,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399777,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19666,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399778,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19667,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399779,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19668,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399780,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19669,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399781,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19670,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399782,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19671,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399783,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19672,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399784,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19673,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399785,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19674,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399786,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19675,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399787,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19676,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Riemerella anatipestifer,DQ399788,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19677,--,Yes,Bacteria,Bacteroidota,,Flavobacteriales,,Riemerella,Bacteroidia,Weeksellaceae,,,,
Bordetella holmesii,DQ420075,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19688,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Bordetella holmesii,DQ420078,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19689,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Bordetella holmesii,DQ420081,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19690,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Bordetella holmesii,DQ420084,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19691,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Bordetella holmesii,DQ420087,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19692,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Bordetella holmesii,DQ420090,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19693,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Bordetella holmesii,DQ420093,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19694,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Gammaproteobacteria,,,,,
Chinaberry yellows phytoplasma,DQ444264,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19704,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Chinaberry yellows phytoplasma,DQ444265,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19705,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Sweet potato witches'-broom phytoplasma,DQ777760,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_19730,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Sweet potato witches'-broom phytoplasma,DQ777762,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19732,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Pseudomonas stutzeri,DQ864980,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19755,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Escherichia coli,J01702,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19778,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Escherichia coli,K00763,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19779,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Escherichia coli,D12649,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19780,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Escherichia coli,K01057,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19781,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Escherichia coli,K00217,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_19782,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Escherichia coli,M87049,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19786,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Escherichia coli,U70214,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19788,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Bacillus subtilis,K00637,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_19854,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Mycoplasma mycoides,X03154,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_19856,--,Yes,Bacteria,[Mycoplasma] group,Firmicutes,Entomoplasmatales,Entomoplasmataceae,,Bacilli,,,,,
Spiroplasma melliferum,X03715,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_19857,--,Yes,Bacteria,,Firmicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Bacilli,,,,,
Bacillus subtilis,Z99104.1,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19861,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus subtilis,K00637,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19862,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus subtilis,Z99104,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19863,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Cyanophora paradoxa,M19493.1,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19864,--,Yes,Bacteria,Cyanobacteriia,Cyanobacteria,,,,,Chloroplast,,,,
Cyanophora paradoxa,M19493,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19865,--,Yes,Bacteria,Cyanobacteriia,Cyanobacteria,,,,,Chloroplast,,,,
Cyanophora paradoxa,M19493.1,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19866,--,Yes,Bacteria,Cyanobacteriia,Cyanobacteria,,,,,Chloroplast,,,,
Mycoplasma mycoides,Y00372,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19869,--,Yes,Bacteria,[Mycoplasma] group,Firmicutes,Entomoplasmatales,Entomoplasmataceae,,Bacilli,,,,,
Thermus thermophilus,M25628,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19872,--,Yes,Bacteria,Deinococcota,,Thermales,Thermaceae,Thermus,Deinococci,,,,,
Mycoplasma genitalium G37,L43967,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19884,--,Yes,Bacteria,,Firmicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Bacilli,,,,,
Mycoplasma capricolum subsp. capricolum ATCC 27343,D00547,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19898,--,Yes,Bacteria,[Mycoplasma] group,Firmicutes,Entomoplasmatales,Entomoplasmataceae,,Bacilli,,,,,
Mycoplasma capricolum subsp. capricolum ATCC 27343,D00556,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19899,--,Yes,Bacteria,[Mycoplasma] group,Firmicutes,Entomoplasmatales,Entomoplasmataceae,,Bacilli,,,,,
Neisseria meningitidis,L31411,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19904,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Gammaproteobacteria,,,,,
Burkholderia cepacia,L28151,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19915,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia cepacia,L28152,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19916,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia cepacia,L28153,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19917,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia cepacia,L28154,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19918,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia mallei,L28158,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19919,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia pseudomallei,L28165,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19924,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Staphylococcus aureus,U11773,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_19935,--,Yes,Bacteria,Staphylococcales,Firmicutes,,Staphylococcaceae,Staphylococcus,Bacilli,,,,,
Staphylococcus aureus,U11776,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_19936,--,Yes,Bacteria,Staphylococcales,Firmicutes,,Staphylococcaceae,Staphylococcus,Bacilli,,,,,
Staphylococcus aureus,U11777,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_19937,--,Yes,Bacteria,Staphylococcales,Firmicutes,,Staphylococcaceae,Staphylococcus,Bacilli,,,,,
