Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.family,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0
Bacillus halodurans C-125,BA000004,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8909,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8919,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8920,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8921,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus N315,BA000018,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8922,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus N315,BA000018,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8924,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Nostoc sp. PCC 7120,BA000019,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8925,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,Nostocaceae,Cyanobacteriales,,Nostoc PCC-7524,,
Oceanobacillus iheyensis HTE831,BA000028,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8931,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Oceanobacillus,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8944,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8946,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Streptococcus pyogenes SSI-1,BA000034,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8947,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pyogenes SSI-1,BA000034,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8948,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pyogenes SSI-1,BA000034,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8949,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Corynebacterium efficiens YS-314,BA000035,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8952,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Corynebacterium glutamicum ATCC 13032,BA000036,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8954,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Corynebacterium glutamicum ATCC 13032,BA000036,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8957,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Geobacillus kaustophilus HTA426,BA000043,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8965,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Geobacillus,,,
Geobacillus kaustophilus HTA426,BA000043,72,42,30,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8966,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Geobacillus,,,
Geobacillus kaustophilus HTA426,BA000043,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8967,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Geobacillus,,,
Geobacillus kaustophilus HTA426,BA000043,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8968,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Geobacillus,,,
Geobacillus kaustophilus HTA426,BA000043,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8969,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Geobacillus,,,
Bacillus subtilis,D26185,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8970,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus subtilis,K00637,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8972,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus subtilis,K01389,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8973,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus subtilis,K01390,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8974,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Buchnera aphidicola,U09230,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8975,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Buchnera,,,
Buchnera aphidicola,U10496,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8977,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Buchnera,,,
Corynebacterium diphtheriae,BX248357,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8986,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Corynebacterium diphtheriae,BX248357,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8987,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Corynebacterium diphtheriae,BX248359,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8988,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Candidatus Blochmannia floridanus,BX248583,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8989,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Candidatus Blochmannia,,,
Rhodopirellula baltica SH 1,BX294147,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8993,--,Yes,Bacteria,Planctomycetes,,,Planctomycetota,,Pirellulales,Rhodopirellula,Pirellulaceae,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8996,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8998,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8999,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9001,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Mycobacterium tuberculosis H37Rv,BX842581,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9018,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Mycobacteriaceae,,Mycobacterium,,,
Corynebacterium glutamicum ATCC 13032,BX927151,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9023,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Corynebacterium glutamicum ATCC 13032,BX927151,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9024,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Corynebacteriaceae,,Corynebacterium,,,
Streptococcus pyogenes MGAS10394,CP000003,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9051,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pyogenes MGAS10394,CP000003,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9052,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pyogenes MGAS10394,CP000003,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9053,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Candidatus Blochmannia pennsylvanicus str. BPEN,CP000016,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9057,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Candidatus Blochmannia,,,
Anaplasma marginale str. St. Maries,CP000030,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9077,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Anaplasma,,,
Lactobacillus acidophilus NCFM,CP000033,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9078,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Lactobacillus,,,
Lactobacillus acidophilus NCFM,CP000033,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9079,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Lactobacillus,,,
Staphylococcus aureus subsp. aureus COL,CP000046,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9091,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus COL,CP000046,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9093,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Thermobifida fusca YX,CP000088,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9131,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Actinobacteriota,Nocardiopsaceae,,Thermobifida,,,
Thermobifida fusca YX,CP000088,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9132,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Actinobacteriota,Nocardiopsaceae,,Thermobifida,,,
Prochlorococcus marinus str. NATL2A,CP000095,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9143,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Pelodictyon luteolum DSM 273,CP000096,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9145,--,Yes,Bacteria,,Chlorobia,Chlorobiales,Bacteroidota,Chlorobiaceae,,Chlorobium,,,
Ehrlichia canis str. Jake,CP000107,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9152,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Ehrlichia,,,
Synechococcus sp. CC9605,CP000110,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9155,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Prochlorococcus marinus str. MIT 9312,CP000111,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9156,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Myxococcus xanthus DK 1622,CP000113,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9160,--,Yes,Bacteria,,,Myxococcales,Myxococcota,Myxococcaceae,Myxococcia,Myxococcus,,,
Myxococcus xanthus DK 1622,CP000113,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9161,--,Yes,Bacteria,,,Myxococcales,Myxococcota,Myxococcaceae,Myxococcia,Myxococcus,,,
Streptococcus agalactiae A909,CP000114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9162,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9163,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9164,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9165,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9166,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Erythrobacter litoralis HTCC2594,CP000157,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9189,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,Sphingomonadaceae,,Erythrobacter,,,
Salinibacter ruber DSM 13855,CP000159,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9190,--,Yes,Bacteria,,Rhodothermia,Rhodothermales,Bacteroidota,Rhodothermaceae,,Salinibacter,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9203,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Ehrlichia,,,
Neorickettsia sennetsu str. Miyayama,CP000237,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9204,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Neorickettsia,,,
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),CP000238,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9205,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,,,,Candidatus Baumannia
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),CP000238,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9206,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,,,,Candidatus Baumannia
Synechococcus sp. JA-3-3Ab,CP000239,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9207,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Eurycoccales,,Leptococcaceae,Leptococcus JA-3-3Ab,
Synechococcus sp. JA-2-3B'a(2-13),CP000240,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9208,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Eurycoccales,,Leptococcaceae,Leptococcus JA-3-3Ab,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9210,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9211,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9212,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9213,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Anaeromyxobacter dehalogenans 2CP-C,CP000251,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9231,--,Yes,Bacteria,,,Myxococcales,Myxococcota,Anaeromyxobacteraceae,Myxococcia,Anaeromyxobacter,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9234,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9236,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9238,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9240,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Streptococcus pyogenes MGAS10270,CP000260,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9244,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pyogenes MGAS10270,CP000260,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9245,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pyogenes MGAS10270,CP000260,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9246,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Mycobacterium sp. MCS,CP000384,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9320,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Mycobacteriaceae,,Mycobacterium,,,
Mycobacterium sp. MCS,CP000384,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9321,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Mycobacteriaceae,,Mycobacterium,,,
Rubrobacter xylanophilus DSM 9941,CP000386,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9323,--,Yes,Bacteria,,Rubrobacteria,Rubrobacterales,Actinobacteriota,,Rubrobacteriaceae,Rubrobacter,,,
Trichodesmium erythraeum IMS101,CP000393,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9329,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Trichodesmium IMS101,
Streptococcus pneumoniae D39,CP000410,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9332,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae D39,CP000410,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9333,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae D39,CP000410,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9334,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae D39,CP000410,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9335,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae D39,CP000410,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9336,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Oenococcus oeni PSU-1,CP000411,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9337,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Oenococcus,,,
Lactobacillus brevis ATCC 367,CP000416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9350,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Levilactobacillus,Lactobacillaceae,,,,,
Lactobacillus brevis ATCC 367,CP000416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9352,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Levilactobacillus,Lactobacillaceae,,,,,
Lactobacillus brevis ATCC 367,CP000416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9353,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Levilactobacillus,Lactobacillaceae,,,,,
Streptococcus thermophilus LMD-9,CP000419,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9354,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus thermophilus LMD-9,CP000419,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9355,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus thermophilus LMD-9,CP000419,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9356,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus thermophilus LMD-9,CP000419,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9357,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Pediococcus pentosaceus ATCC 25745,CP000422,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9358,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Pediococcus,,,
Pediococcus pentosaceus ATCC 25745,CP000422,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9359,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Pediococcus,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9364,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9365,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Synechococcus sp. CC9311,CP000435,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9368,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9373,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Pseudomonadaceae,,Pseudomonas,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9374,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Pseudomonadaceae,,Pseudomonas,,,
