Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.species group,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.tribe,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subfamily,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.suborder,Taxonomy.NCBI.kingdom,Taxonomy.NCBI.no rank 6,Taxonomy.NCBI.no rank 7,Taxonomy.NCBI.no rank 8,Taxonomy.NCBI.no rank 9,Taxonomy.NCBI.superclass,Taxonomy.NCBI.subclass,Taxonomy.NCBI.superorder,Taxonomy.NCBI.superfamily,Taxonomy.NCBI.no rank 10,Taxonomy.NCBI.no rank 11,Taxonomy.NCBI.no rank 12,Taxonomy.NCBI.no rank 13,Taxonomy.NCBI.no rank 14,Taxonomy.NCBI.no rank 15,Taxonomy.NCBI.no rank 16,Taxonomy.NCBI.subkingdom,Taxonomy.NCBI.infraclass,Taxonomy.NCBI.cohort,Taxonomy.NCBI.infraorder,Taxonomy.NCBI.varietas,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subtribe,Taxonomy.NCBI.subcohort,Taxonomy.NCBI.parvorder,Taxonomy.NCBI.unknown 4,Taxonomy.NCBI.unknown 5,Taxonomy.NCBI.no rank 17,Taxonomy.NCBI.no rank 18,Taxonomy.NCBI.unknown 6
Trypanosoma brucei,AC099045,119,45,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1472,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosoma brucei,AC099045,31,31,0,No,0,5s,0,--,--,--,No,CRW,--,CRW_5S_E_1473,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens,AC106873,90,60,30,No,0,5s,0,(),(((()))),--,No,CRW,--,CRW_5S_E_1474,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosoma brucei,AC159438,119,45,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1475,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosoma brucei,AC159438,38,30,8,No,0,5s,0,(),(()),--,No,CRW,--,CRW_5S_E_1476,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosoma brucei,AC159438,119,45,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1477,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acremonium chrysogenum,X00867,119,45,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1478,--,Yes,root,cellular organisms,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,,,Acremonium <Hypocreaceae>,Opisthokonta,Acremonium chrysogenum,saccharomyceta,,,leotiomyceta,Pezizomycotina,,,,sordariomyceta,,,Fungi,Hypocreales incertae sedis,,,,,Hypocreomycetidae,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Acheta domesticus,M16074,120,46,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1479,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acheilognathus tabira,AB015591,120,46,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1480,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetospora crinita,X05535,118,44,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1481,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acremonium persicinum,X00864,119,45,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1482,--,Yes,root,cellular organisms,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,,,Acremonium <Hypocreaceae>,Opisthokonta,Acremonium persicinum,saccharomyceta,,,leotiomyceta,Pezizomycotina,,,,sordariomyceta,,,Fungi,Hypocreales incertae sedis,,,,,Hypocreomycetidae,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Acanthamoeba castellanii,V00003,119,45,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1483,--,Yes,root,cellular organisms,Eukaryota,,,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba castellanii,Amoebozoa,,Discosea,,,Centramoebida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinia equina,X05233,120,46,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1484,--,Yes,root,cellular organisms,Eukaryota,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,Opisthokonta,,Eumetazoa,,,,,,,,,,,Metazoa,,,,,,Hexacorallia,,,,,,,,,,,,,,,,,,,,,,,
Acyrthosiphon magnoliae,X01518,120,46,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1485,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1486,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1487,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1488,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1489,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1490,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1491,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1492,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1493,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1494,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1495,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1496,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1497,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1498,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1499,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1500,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1501,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1502,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1503,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1504,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1505,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,134,62,72,No,0,5s,0,(()()),(((((()))))((()))),--,No,CRW,--,CRW_5S_E_1506,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1507,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1508,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1509,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1510,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1511,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1512,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1513,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1514,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1515,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1516,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1517,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1518,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1519,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1520,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,134,62,72,No,0,5s,0,(()()),(((((()))))((()))),--,No,CRW,--,CRW_5S_E_1521,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1522,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1523,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1524,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1525,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1526,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1527,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1528,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1529,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1530,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1531,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1532,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1533,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1534,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1535,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1536,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1537,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1538,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1539,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1540,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1541,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1542,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1543,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1544,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1545,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1546,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1547,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1548,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1549,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1550,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1551,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1552,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1553,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1554,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1555,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1556,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1557,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1558,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1559,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1560,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1561,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1562,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1563,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1564,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1565,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1566,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1567,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1568,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1569,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1570,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1571,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1572,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1573,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1574,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,AE003794,135,61,74,No,0,5s,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_1575,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
