Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.phylum,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4,Taxonomy.SILVA.subphylum,Taxonomy.SILVA.subclass,Taxonomy.SILVA.kingdom,Taxonomy.SILVA.subkingdom,Taxonomy.SILVA.no rank 1,Taxonomy.SILVA.no rank 2,Taxonomy.SILVA.unknown 5,Taxonomy.SILVA.no rank 3,Taxonomy.SILVA.unknown 6,Taxonomy.SILVA.infraclass,Taxonomy.SILVA.no rank 4,Taxonomy.SILVA.no rank 5,Taxonomy.SILVA.superclass,Taxonomy.SILVA.unknown 7,Taxonomy.SILVA.suborder,Taxonomy.SILVA.superorder,Taxonomy.SILVA.no rank 6
Dissostichus mawsoni,DQ478734,86,46,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2886,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oncorhynchus kisutch,DQ534549,97,57,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2887,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meloidogyne enterolobii,DQ641506,49,35,14,No,0,5S,0,(),(()),--,No,CRW,--,CRW_5S_E_2888,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659260,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2889,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659260,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2890,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659261,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2891,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659261,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2892,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659262,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2893,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659262,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2894,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659263,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2895,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659263,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2896,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659264,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2897,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659264,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2898,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659265,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2899,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659265,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2900,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659266,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2901,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659266,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2902,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659267,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2903,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659267,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2904,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659268,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2905,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659268,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2906,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659269,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2907,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus gibelio,DQ659269,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2908,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659270,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2909,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659270,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2910,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659271,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2911,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659271,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2912,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659272,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2913,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659272,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2914,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659273,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2915,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659273,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2916,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659274,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2917,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659274,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2918,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659275,21,21,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_E_2919,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carassius auratus,DQ659275,99,59,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_E_2920,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,23,23,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_N_2921,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,97,57,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_N_2922,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,23,23,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_N_2923,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,97,57,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_N_2924,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,23,23,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_N_2925,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,97,57,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_N_2926,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,23,23,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_N_2927,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,97,57,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_N_2928,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,23,23,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_N_2929,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,97,57,40,No,0,5S,0,()(),(())((())),--,No,CRW,--,CRW_5S_N_2930,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 1VL,DQ860205,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2931,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 2VL,DQ860206,126,68,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2932,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 4VL-A,DQ860207,126,68,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2933,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 4VL-B,DQ860208,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2934,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 6VL-B,DQ860209,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2935,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 7VL-B1,DQ860210,130,72,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2936,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 7VL-B2,DQ860211,130,72,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2937,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 8VL-B,DQ860212,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2938,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 9VL-A,DQ860213,126,68,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2939,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 9VL-B,DQ860214,126,68,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2940,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 9VL-C,DQ860215,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2941,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 16EC-B,DQ860217,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2942,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 33EC,DQ860220,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2943,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 39EC,DQ860223,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2944,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 49VL-A,DQ860229,124,66,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2945,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 59LI,DQ860233,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2946,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 60LI,DQ860234,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2947,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 61LS,DQ860235,122,64,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2948,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 111YS,DQ864256,121,65,56,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2949,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 113YS-C,DQ864257,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2950,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 114YS,DQ864258,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2951,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 115YS,DQ864259,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2952,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 117YS,DQ864261,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2953,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 119YS-A,DQ864263,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2954,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 127AL-A,DQ864266,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2955,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 128SI,DQ864268,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2956,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 129SI,DQ864269,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2957,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 133MD-A,DQ864271,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2958,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 134MD-A,DQ864272,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2959,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 135MD,DQ864273,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2960,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 139YS,DQ864276,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2961,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 141YS,DQ864278,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2962,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 142YS-C,DQ864280,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2963,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 143YS,DQ864281,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2964,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 145YS,DQ864283,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2965,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 148MD,DQ864284,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2966,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 149MD,DQ864285,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2967,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 150MD,DQ864286,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2968,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 151MD,DQ864287,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2969,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 83AL,DQ864290,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2970,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 84AL,DQ864291,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2971,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 85AL,DQ864292,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2972,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 86AL,DQ864293,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2973,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 88JS,DQ864295,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2974,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 92JS,DQ864297,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2975,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 94SI,DQ864299,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2976,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 95SI,DQ864300,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2977,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 105SI,DQ864305,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2978,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 5VL-B,DQ864307,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2979,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 64VL-A,DQ864314,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2980,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 64VL-C,DQ864315,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2981,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 65VL-B,DQ864316,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2982,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 67VL-C,DQ864318,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2983,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 68VL-A,DQ864319,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2984,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 68VL-C,DQ864320,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2985,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 69VL-B,DQ864321,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2986,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 70VL-A,DQ864322,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2987,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 71CN-D,DQ864324,111,53,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2988,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 72BR-B,DQ864325,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2989,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 74VL-B,DQ864327,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2990,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 75VL-B,DQ864328,121,63,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2991,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trypanosomatidae sp. 80MV-C,DQ864331,113,55,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2992,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic construct,DQ888227,121,47,74,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_N_2993,--,Yes,Bacteria,,Bacilli,Bacillales,Bacillaceae,Bacillus,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Blastocrithidia triatoma,DQ979380,128,70,58,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2994,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila mauritiana,X87874,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2995,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,M25016,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2996,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,X06938,135,61,74,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2997,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,X06938,135,61,74,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2998,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,X06937,135,61,74,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_2999,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,X87880,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,No,CRW,--,CRW_5S_E_3000,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,X87880,121,47,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3001,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,X87880,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3002,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster,X87880,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3003,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryopteris acuminata,X00378,121,47,74,No,0,5S,0,(()()),(((((())))((())))),--,--,CRW,--,CRW_5S_E_3004,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosanthemum schoenlandianum,AJ439097,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3005,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dugesia japonica,X01551,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3006,--,Yes,Eukaryota,Amorphea,Rhabditophora,Tricladida,,,Platyhelminthes,Obazoa,Holozoa,Choanozoa,Opisthokonta,Animalia,,,Metazoa,,Bilateria,Protostomia,BCP clade,Lophotrochozoa,,,Seriata,,,,Continenticola,,
Eisenia bicyclis,V00251,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3007,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus deltoides,AJ292052,24,24,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3008,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
Populus deltoides,AJ292053,24,24,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_B_3009,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
Populus deltoides,AJ292054,24,24,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_B_3010,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
Populus deltoides,AJ292055,24,24,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_B_3011,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
Populus deltoides,AJ292056,24,24,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3012,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
Populus deltoides,AJ292057,24,24,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3013,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
null,,120,46,74,No,0,5S,0,(()()),((((())))(())),--,--,CRW,--,CRW_5S_N_3014,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalitozoon cuniculi,AJ005582,120,48,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3015,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eberlanzia dichotoma,AJ439109,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3016,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esterhuysenia drepanophylla,AJ439123,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3017,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erepsia dunensis,AJ439119,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3018,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
