Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order
Bradyrhizobium japonicum,77,CRW_t_B_898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_899,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_900,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium liaoningense,77,CRW_t_B_901,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium liaoningense,77,CRW_t_B_902,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_903,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_904,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_905,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_907,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_908,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_920,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_921,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_922,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Vibrio tubiashii,76,CRW_t_B_1046,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Magnetospirillum gryphiswaldense,76,CRW_t_B_1646,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales
Bradyrhizobium sp. Tv2a-2,77,CRW_t_B_1925,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium yuanmingense,77,CRW_t_B_2308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium yuanmingense,77,CRW_t_B_2309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium genosp. beta,77,CRW_t_B_2311,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
uncultured Bacteroidetes bacterium,78,CRW_t_B_2459,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,78,CRW_t_B_2460,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,78,CRW_t_B_2463,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,76,CRW_t_B_2464,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_2465,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,76,CRW_t_B_2466,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,76,CRW_t_B_2467,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,76,CRW_t_B_2468,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,78,CRW_t_B_2469,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,78,CRW_t_B_2471,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_2473,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_2479,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,78,CRW_t_B_2480,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured gamma proteobacterium,76,CRW_t_B_2691,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2692,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2693,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2694,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2695,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2696,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2697,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2698,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2699,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2700,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,76,CRW_t_B_2701,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2702,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2703,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,76,CRW_t_B_2704,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Colwelliaceae bacterium,76,CRW_t_B_2705,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,76,CRW_t_B_2706,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2707,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2708,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2709,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured marine bacterium,76,CRW_t_B_2710,Bacteria,,,Bdellovibrionales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2711,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,76,CRW_t_B_2712,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2713,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2714,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2715,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2716,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Pseudoalteromonas sp.,76,CRW_t_B_2717,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2718,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,76,CRW_t_B_2719,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Pseudoalteromonas sp.,76,CRW_t_B_2720,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Alteromonadaceae bacterium,76,CRW_t_B_2721,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Thiotrichales bacterium,76,CRW_t_B_2853,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Thiotrichales bacterium,76,CRW_t_B_2854,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Thiotrichales bacterium,76,CRW_t_B_2855,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2856,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured gamma proteobacterium,76,CRW_t_B_2857,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2858,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2859,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Chromatiales bacterium,76,CRW_t_B_2860,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2861,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2862,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2863,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2864,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2865,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2866,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2867,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Marinobacter sp.,76,CRW_t_B_2869,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
uncultured Marinobacter sp.,76,CRW_t_B_2871,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
uncultured Chromatiales bacterium,76,CRW_t_B_2875,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2876,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Marinobacter sp.,76,CRW_t_B_2879,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
uncultured Chromatiales bacterium,76,CRW_t_B_2880,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2881,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured gamma proteobacterium,76,CRW_t_B_2882,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2883,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Marinobacter sp.,76,CRW_t_B_2885,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
uncultured Chromatiales bacterium,76,CRW_t_B_2889,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2890,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured gamma proteobacterium,76,CRW_t_B_2891,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Chromatiales bacterium,76,CRW_t_B_2892,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2893,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2894,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured gamma proteobacterium,76,CRW_t_B_2895,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Chromatiales bacterium,76,CRW_t_B_2897,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2898,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured gamma proteobacterium,76,CRW_t_B_2899,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Marinobacter sp.,76,CRW_t_B_2900,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
uncultured Chromatiales bacterium,76,CRW_t_B_2903,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Marinobacter sp.,76,CRW_t_B_2904,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
uncultured gamma proteobacterium,76,CRW_t_B_2905,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Marinobacter sp.,76,CRW_t_B_2908,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
uncultured gamma proteobacterium,76,CRW_t_B_2909,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Marinobacter sp.,76,CRW_t_B_2911,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
uncultured gamma proteobacterium,76,CRW_t_B_2912,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Thiotrichales bacterium,76,CRW_t_B_2914,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2915,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2916,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Pseudoalteromonas sp.,76,CRW_t_B_2917,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Thiotrichales bacterium,76,CRW_t_B_2919,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Thiotrichales bacterium,76,CRW_t_B_2920,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2923,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2924,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2925,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Thiotrichales bacterium,76,CRW_t_B_2927,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Chromatiales bacterium,76,CRW_t_B_2928,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Thiotrichales bacterium,76,CRW_t_B_2930,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Pseudoalteromonas sp.,76,CRW_t_B_2934,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Thiotrichales bacterium,76,CRW_t_B_2937,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Shewanellaceae bacterium,76,CRW_t_B_2940,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,76,CRW_t_B_2941,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2944,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Chromatiales bacterium,76,CRW_t_B_2945,Bacteria,Proteobacteria,Gammaproteobacteria,
uncultured Pseudoalteromonas sp.,76,CRW_t_B_2947,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Pseudoalteromonas sp.,76,CRW_t_B_2949,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,76,CRW_t_B_2951,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2956,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2957,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2958,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2959,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_2960,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Shewanellaceae bacterium,76,CRW_t_B_2962,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,76,CRW_t_B_2966,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
Bradyrhizobium elkanii,77,CRW_t_B_3081,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_3082,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhodopseudomonas palustris CGA009,76,CRW_t_B_3129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhodopseudomonas palustris CGA009,76,CRW_t_B_3130,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Lactobacillus sakei subsp. sakei 23K,76,CRW_t_B_3911,Bacteria,Firmicutes,Bacilli,Lactobacillales
Candidatus Liberibacter asiaticus,76,CRW_t_B_4371,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Burkholderia cepacia,76,CRW_t_B_4394,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia cepacia,76,CRW_t_B_4395,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia cepacia,76,CRW_t_B_4396,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Coxiella burnetii,76,CRW_t_B_4508,Bacteria,Proteobacteria,Gammaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_4549,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_4633,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Thermus thermophilus HB27,76,CRW_t_B_4784,Bacteria,,Deinococci,Thermales
Pseudomonas aeruginosa PAO1,77,CRW_t_B_5894,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,77,CRW_t_B_5895,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,77,CRW_t_B_5896,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Thermus thermophilus HB27,77,CRW_t_B_6052,Bacteria,,Deinococci,Thermales
Mycoplasma hyopneumoniae J,76,CRW_t_B_6062,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Geobacillus kaustophilus HTA426,76,CRW_t_B_6495,Bacteria,Firmicutes,Bacilli,Bacillales
Geobacillus kaustophilus HTA426,76,CRW_t_B_6496,Bacteria,Firmicutes,Bacilli,Bacillales
Moorella thermoacetica ATCC 39073,77,CRW_t_B_6699,Bacteria,Firmicutes,,
Moorella thermoacetica ATCC 39073,76,CRW_t_B_7643,Bacteria,Firmicutes,,
Pseudomonas aeruginosa PAO1,76,CRW_t_B_8073,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_8074,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_8075,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Erwinia amylovora,77,CRW_t_B_8393,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Francisella tularensis subsp. tularensis SCHU S4,76,CRW_t_B_8518,Bacteria,Proteobacteria,Gammaproteobacteria,
Vibrio fluvialis,76,CRW_t_B_8782,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio fluvialis,76,CRW_t_B_8784,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Corynebacterium glutamicum ATCC 13032,76,CRW_t_B_8956,Bacteria,Actinobacteria,,Corynebacteriales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_11177,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_11178,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_11179,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Shigella flexneri 2a str. 2457T,76,CRW_t_B_11304,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shigella flexneri 2a str. 2457T,76,CRW_t_B_11305,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shigella flexneri 2a str. 2457T,76,CRW_t_B_11306,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shigella flexneri 2a str. 2457T,76,CRW_t_B_11307,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Thermus thermophilus HB27,76,CRW_t_B_11491,Bacteria,,Deinococci,Thermales
Thermus thermophilus HB27,76,CRW_t_B_11492,Bacteria,,Deinococci,Thermales
Buchnera aphidicola str. APS (Acyrthosiphon pisum),76,CRW_t_B_14772,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Acholeplasma laidlawii,76,CRW_t_B_15674,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Pseudomonas aeruginosa PAO1,77,CRW_t_B_15691,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,77,CRW_t_B_15692,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,77,CRW_t_B_15694,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Neisseria gonorrhoeae,76,CRW_t_B_16199,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Neisseria gonorrhoeae,76,CRW_t_B_16200,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Neisseria gonorrhoeae,76,CRW_t_B_16201,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Neisseria gonorrhoeae,76,CRW_t_B_16202,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Bradyrhizobium denitrificans,76,CRW_t_B_16301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Vibrio tubiashii,77,CRW_t_B_16507,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Ochrobactrum intermedium,76,CRW_t_B_17043,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Vibrio parahaemolyticus,76,CRW_t_B_17386,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Borrelia miyamotoi,78,CRW_t_B_17574,Bacteria,,Spirochaetia,Spirochaetales
Aster yellows phytoplasma,77,CRW_t_B_17581,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Candidatus Phytoplasma solani,76,CRW_t_B_17741,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Candidatus Phytoplasma solani,76,CRW_t_B_17742,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Bartonella quintana,76,CRW_t_B_17756,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bartonella quintana,76,CRW_t_B_17757,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17865,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17867,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,76,CRW_t_B_17868,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17870,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17871,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,76,CRW_t_B_17872,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,76,CRW_t_B_17873,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17875,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17876,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,76,CRW_t_B_17882,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17885,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17887,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17895,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17896,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17897,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17898,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17900,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17901,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17902,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17904,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17909,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured Bacteroidetes bacterium,77,CRW_t_B_17911,Bacteria,,Bacteroidia,Sphingobacteriales
uncultured delta proteobacterium,77,CRW_t_B_18283,Bacteria,,,Desulfobacterales
uncultured marine bacterium,76,CRW_t_B_18308,Bacteria,,,Bdellovibrionales
uncultured gamma proteobacterium,77,CRW_t_B_18314,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_18320,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,77,CRW_t_B_18380,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured Pseudoalteromonas sp.,77,CRW_t_B_18381,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured gamma proteobacterium,77,CRW_t_B_18383,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,77,CRW_t_B_18384,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_18385,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_18386,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_18388,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_18389,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_18390,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_18391,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
uncultured gamma proteobacterium,76,CRW_t_B_18392,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales
