Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.class,Taxonomy.LTP.order
Ralstonia solanacearum,76,CRW_t_B_8567,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_8568,Bacteria,Betaproteobacteria,Burkholderiales
Spiroplasma citri,76,CRW_t_B_8653,Bacteria,Mollicutes,Entomoplasmatales
Vibrio alginolyticus,76,CRW_t_B_8777,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio alginolyticus,76,CRW_t_B_8778,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio alginolyticus,76,CRW_t_B_8779,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio alginolyticus,76,CRW_t_B_8780,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio alginolyticus,76,CRW_t_B_8781,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_8783,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_8785,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_8786,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8787,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8788,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8790,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8791,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8792,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8794,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8795,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8797,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8798,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8799,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8800,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8801,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8802,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8803,Bacteria,Gammaproteobacteria,Vibrionales
Erwinia pyrifoliae,76,CRW_t_B_8820,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella tarda,76,CRW_t_B_8842,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella tarda,76,CRW_t_B_8843,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella tarda,76,CRW_t_B_8844,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8845,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8846,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8847,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8848,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8849,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8850,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8851,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8852,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8853,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8854,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8855,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8856,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8857,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8858,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8859,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8860,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8861,Bacteria,Gammaproteobacteria,Enterobacterales
Edwardsiella ictaluri,76,CRW_t_B_8862,Bacteria,Gammaproteobacteria,Enterobacterales
Bordetella parapertussis,76,CRW_t_B_9013,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,76,CRW_t_B_9014,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,76,CRW_t_B_9669,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9670,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9671,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9672,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9673,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9674,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9675,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9676,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9677,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9678,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9679,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9680,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9681,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9683,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9684,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9685,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9686,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9687,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9688,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9689,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9690,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9691,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9692,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9693,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9694,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9721,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9803,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_9828,Bacteria,Gammaproteobacteria,Enterobacterales
Acholeplasma laidlawii,76,CRW_t_B_9841,Bacteria,Mollicutes,Acholeplasmatales
Haemophilus ducreyi,76,CRW_t_B_9852,Bacteria,Gammaproteobacteria,Pasteurellales
Haemophilus ducreyi,76,CRW_t_B_9853,Bacteria,Gammaproteobacteria,Pasteurellales
Pseudomonas aeruginosa,76,CRW_t_B_11600,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_11601,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_11602,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_11603,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas putida,76,CRW_t_B_11606,Bacteria,Gammaproteobacteria,Pseudomonadales
Mycobacterium leprae,76,CRW_t_B_11697,Bacteria,,
Ralstonia solanacearum,76,CRW_t_B_11725,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_11726,Bacteria,Betaproteobacteria,Burkholderiales
Thermus thermophilus,76,CRW_t_B_11996,Bacteria,Deinococci,Thermales
Thermus thermophilus,76,CRW_t_B_11997,Bacteria,Deinococci,Thermales
Bordetella parapertussis,76,CRW_t_B_12313,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,76,CRW_t_B_12314,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,76,CRW_t_B_13397,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_13398,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_13403,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_13407,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_13408,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_13409,Bacteria,Gammaproteobacteria,Enterobacterales
Thermus thermophilus,76,CRW_t_B_13467,Bacteria,Deinococci,Thermales
Pseudomonas fluorescens,76,CRW_t_B_13546,Bacteria,Gammaproteobacteria,Pseudomonadales
Escherichia coli,76,CRW_t_B_13598,Bacteria,Gammaproteobacteria,Enterobacterales
Thermus thermophilus,76,CRW_t_B_13627,Bacteria,Deinococci,Thermales
Escherichia coli,76,CRW_t_B_13629,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_13631,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_13632,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_13633,Bacteria,Gammaproteobacteria,Enterobacterales
Haemophilus influenzae,76,CRW_t_B_13635,Bacteria,Gammaproteobacteria,Pasteurellales
Stigmatella aurantiaca,76,CRW_t_B_13648,Bacteria,,Myxococcales
Mycobacterium leprae,76,CRW_t_B_14255,Bacteria,,
Ralstonia solanacearum,76,CRW_t_B_14263,Bacteria,Betaproteobacteria,Burkholderiales
Spiroplasma citri,76,CRW_t_B_14346,Bacteria,Mollicutes,Entomoplasmatales
Bacillus cereus,76,CRW_t_B_14625,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_14626,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_14799,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_14800,Bacteria,Bacilli,
Bordetella parapertussis,76,CRW_t_B_14818,Bacteria,Betaproteobacteria,Burkholderiales
Bacillus subtilis,76,CRW_t_B_15354,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_15355,Bacteria,Bacilli,
Photobacterium phosphoreum,76,CRW_t_B_15357,Bacteria,Gammaproteobacteria,Vibrionales
Mycoplasma pneumoniae,76,CRW_t_B_15389,Bacteria,Mollicutes,Mycoplasmatales
Acholeplasma laidlawii,76,CRW_t_B_15433,Bacteria,Mollicutes,Acholeplasmatales
Bacillus subtilis,76,CRW_t_B_15481,Bacteria,Bacilli,
Acinetobacter haemolyticus,76,CRW_t_B_19547,Bacteria,Gammaproteobacteria,
Escherichia coli,76,CRW_t_B_19783,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_19784,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_19785,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,76,CRW_t_B_19855,Bacteria,Bacilli,
Listeria monocytogenes,76,CRW_t_B_19890,Bacteria,Bacilli,
Escherichia coli,76,CRW_t_B_20007,Bacteria,Gammaproteobacteria,Enterobacterales
Rhodothermus marinus,76,CRW_t_B_20048,Bacteria,Rhodothermia,Rhodothermales
Bacillus subtilis,76,CRW_t_B_20138,Bacteria,Bacilli,
Vibrio parahaemolyticus,76,CRW_t_B_20160,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_20161,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_20184,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_20185,Bacteria,Gammaproteobacteria,Vibrionales
Bacillus subtilis,76,CRW_t_B_20525,Bacteria,Bacilli,
Mycoplasma fermentans,76,CRW_t_B_20544,Bacteria,Mollicutes,Mycoplasmatales
Pseudomonas aeruginosa,76,CRW_t_B_20546,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_20547,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_20548,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_20549,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_20550,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_20551,Bacteria,Gammaproteobacteria,Pseudomonadales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_20573,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,76,CRW_t_B_20574,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_20575,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_20576,Bacteria,Gammaproteobacteria,Vibrionales
Mycobacterium leprae,76,CRW_t_B_20610,Bacteria,,
Ralstonia solanacearum,76,CRW_t_B_20632,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_20633,Bacteria,Betaproteobacteria,Burkholderiales
Spiroplasma citri,76,CRW_t_B_20673,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma citri,76,CRW_t_B_20674,Bacteria,Mollicutes,Entomoplasmatales
Staphylococcus saprophyticus subsp. saprophyticus,76,CRW_t_B_20762,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_20784,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_20785,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_20787,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_20788,Bacteria,Bacilli,
Vibrio fluvialis,76,CRW_t_B_20789,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_20790,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_20791,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_20792,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_20793,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_20794,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_20795,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_20796,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_20797,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_20798,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_20799,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_20800,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_20801,Bacteria,Gammaproteobacteria,Vibrionales
Pseudomonas aeruginosa,76,CRW_t_B_20802,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_20804,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_20805,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_20806,Bacteria,Gammaproteobacteria,Pseudomonadales
Bacillus subtilis,76,CRW_t_B_20949,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_20950,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_20951,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_20952,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_20953,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_20954,Bacteria,Bacilli,
Bordetella parapertussis,76,CRW_t_B_20985,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,76,CRW_t_B_20986,Bacteria,Betaproteobacteria,Burkholderiales
Pseudomonas aeruginosa,76,CRW_t_B_21698,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_21699,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_21700,Bacteria,Gammaproteobacteria,Pseudomonadales
Escherichia coli,76,CRW_t_B_21789,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_21790,Bacteria,Gammaproteobacteria,Enterobacterales
Mycoplasma pneumoniae,76,CRW_t_B_21853,Bacteria,Mollicutes,Mycoplasmatales
Bacillus subtilis,76,CRW_t_B_21898,Bacteria,Bacilli,
Escherichia coli,76,CRW_t_B_21902,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_21903,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_21915,Bacteria,Gammaproteobacteria,Enterobacterales
Haemophilus influenzae,76,CRW_t_B_21921,Bacteria,Gammaproteobacteria,Pasteurellales
Micrococcus luteus,76,CRW_t_B_21922,Bacteria,,Micrococcales
Acholeplasma laidlawii,76,CRW_t_B_21935,Bacteria,Mollicutes,Acholeplasmatales
Escherichia coli,76,CRW_t_B_21939,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,76,CRW_t_B_22767,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_23632,Bacteria,Bacilli,
Spiroplasma melliferum,76,CRW_t_B_23724,Bacteria,Mollicutes,Entomoplasmatales
Bacillus subtilis,76,CRW_t_B_24480,Bacteria,Bacilli,
Escherichia coli,76,CRW_t_B_25566,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_25567,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_25568,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_25569,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_25810,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_25838,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_26258,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_26609,Bacteria,Gammaproteobacteria,Enterobacterales
Yersinia pseudotuberculosis,76,CRW_t_B_26611,Bacteria,Gammaproteobacteria,Enterobacterales
Ralstonia solanacearum,76,CRW_t_B_26974,Bacteria,Betaproteobacteria,Burkholderiales
Spiroplasma citri,76,CRW_t_B_27145,Bacteria,Mollicutes,Entomoplasmatales
Bacillus cereus,76,CRW_t_B_27995,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_27996,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_27997,Bacteria,Bacilli,
Micromonospora nigra,76,CRW_t_B_29666,Bacteria,,Micromonosporales
Bacillus subtilis,76,CRW_t_B_29955,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_29956,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_29957,Bacteria,Bacilli,
Geobacillus stearothermophilus,76,CRW_t_B_29958,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_29959,Bacteria,Bacilli,
Geobacillus stearothermophilus,76,CRW_t_B_29960,Bacteria,Bacilli,
Bordetella parapertussis,76,CRW_t_B_29986,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,76,CRW_t_B_31188,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31189,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31190,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31191,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,76,CRW_t_B_31216,Bacteria,Bacilli,
Escherichia coli,76,CRW_t_B_31217,Bacteria,Gammaproteobacteria,Enterobacterales
Geobacillus stearothermophilus,76,CRW_t_B_31218,Bacteria,Bacilli,
Rhodospirillum rubrum,76,CRW_t_B_31220,Bacteria,Alphaproteobacteria,Rhodospirillales
Spiroplasma melliferum,76,CRW_t_B_31221,Bacteria,Mollicutes,Entomoplasmatales
Mesorhizobium loti,76,CRW_t_B_31258,Bacteria,Alphaproteobacteria,
Mycoplasma pneumoniae,76,CRW_t_B_31264,Bacteria,Mollicutes,Mycoplasmatales
Rhodospirillum rubrum,76,CRW_t_B_31280,Bacteria,Alphaproteobacteria,Rhodospirillales
Escherichia coli,76,CRW_t_B_31289,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31290,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31291,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31294,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31295,Bacteria,Gammaproteobacteria,Enterobacterales
Thermus thermophilus,76,CRW_t_B_31304,Bacteria,Deinococci,Thermales
Escherichia coli,76,CRW_t_B_31321,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31325,Bacteria,Gammaproteobacteria,Enterobacterales
Geobacillus stearothermophilus,76,CRW_t_B_31327,Bacteria,Bacilli,
Spiroplasma melliferum,76,CRW_t_B_31330,Bacteria,Mollicutes,Entomoplasmatales
Escherichia coli,76,CRW_t_B_31331,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31341,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31342,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_31361,Bacteria,Gammaproteobacteria,Enterobacterales
Thermus thermophilus,76,CRW_t_B_31393,Bacteria,Deinococci,Thermales
Bacillus subtilis,76,CRW_t_B_31395,Bacteria,Bacilli,
Mycobacterium leprae,76,CRW_t_B_32796,Bacteria,,
Buchnera aphidicola,76,CRW_t_B_32980,Bacteria,Gammaproteobacteria,Enterobacterales
Buchnera aphidicola,76,CRW_t_B_32987,Bacteria,Gammaproteobacteria,Enterobacterales
Buchnera aphidicola,76,CRW_t_B_32988,Bacteria,Gammaproteobacteria,Enterobacterales
Buchnera aphidicola,76,CRW_t_B_32989,Bacteria,Gammaproteobacteria,Enterobacterales
Ralstonia solanacearum,76,CRW_t_B_33029,Bacteria,Betaproteobacteria,Burkholderiales
Spiroplasma citri,76,CRW_t_B_33047,Bacteria,Mollicutes,Entomoplasmatales
Bordetella parapertussis,76,CRW_t_B_33190,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,76,CRW_t_B_33488,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_33489,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_33490,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_33491,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma citri,76,CRW_t_B_33522,Bacteria,Mollicutes,Entomoplasmatales
Thermus thermophilus,76,CRW_t_B_33528,Bacteria,Deinococci,Thermales
Escherichia coli,76,CRW_t_B_33538,Bacteria,Gammaproteobacteria,Enterobacterales
Streptomyces galbus,76,CRW_t_B_33596,Bacteria,,Streptomycetales
Thermotoga maritima,76,CRW_t_B_33601,Bacteria,,Thermotogales
Rickettsia prowazekii,76,CRW_t_B_33603,Bacteria,Alphaproteobacteria,Rickettsiales
Acholeplasma axanthum,77,CRW_t_B_537,Bacteria,Mollicutes,Acholeplasmatales
Actinobacillus seminis,77,CRW_t_B_542,Bacteria,Gammaproteobacteria,Pasteurellales
Campylobacter jejuni,77,CRW_t_B_583,Bacteria,,Campylobacterales
Campylobacter jejuni,77,CRW_t_B_584,Bacteria,,Campylobacterales
Campylobacter jejuni,77,CRW_t_B_585,Bacteria,,Campylobacterales
Campylobacter jejuni,77,CRW_t_B_586,Bacteria,,Campylobacterales
Campylobacter jejuni,77,CRW_t_B_587,Bacteria,,Campylobacterales
Campylobacter jejuni,77,CRW_t_B_588,Bacteria,,Campylobacterales
Campylobacter jejuni,77,CRW_t_B_589,Bacteria,,Campylobacterales
Campylobacter jejuni,77,CRW_t_B_590,Bacteria,,Campylobacterales
Campylobacter jejuni,77,CRW_t_B_591,Bacteria,,Campylobacterales
Campylobacter coli,77,CRW_t_B_592,Bacteria,,Campylobacterales
Campylobacter coli,77,CRW_t_B_593,Bacteria,,Campylobacterales
Campylobacter coli,77,CRW_t_B_594,Bacteria,,Campylobacterales
Campylobacter coli,77,CRW_t_B_595,Bacteria,,Campylobacterales
Bradyrhizobium denitrificans,77,CRW_t_B_861,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_862,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_863,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_866,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_868,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_869,Bacteria,Alphaproteobacteria,
Pseudomonas aeruginosa,77,CRW_t_B_1413,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_1414,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_1415,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_1416,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_1417,Bacteria,Gammaproteobacteria,Pseudomonadales
